service,kind,region,resource_id,arn,name,user_tag_count,untagged,user_tags,all_tags,state,volume_size_gib,start_time,associated,public_ip,instance_type,launch_time,size_gib,volume_type,attached_instance_ids,db_class,engine,allocated_storage_gib,cluster_id,serverless_v2_min_acu,serverless_v2_max_acu,lb_type,fsx_type,storage_capacity_gib,storage_type,creation_date,has_lifecycle
EC2,elastic_ip,us-east-1,eipalloc-0ecefed5b63745717,arn:aws:ec2:us-east-1:108782052779:elastic-ip/eipalloc-0ecefed5b63745717,Dayhoff-ddev96-ddev96-lsmc-bio-eip,15,False,CostCenter=platform;DNSName=ddev96.lsmc.bio;Environment=ddev96;Name=Dayhoff-ddev96-ddev96-lsmc-bio-eip;Owner=platform;Project=LSMC;Purpose=ddev96.lsmc.bio-public-approved-ingress;ServiceNamespace=ddev96.lsmc.bio;System=dayhoff;dayhoff-lock=false;dayhoff-user=jmajor;lsmc-cost-center=platform;lsmc-project=dayhoff-ddev96;project=dayhoff-all;project:dayhoff-dev=true,CostCenter=platform;DNSName=ddev96.lsmc.bio;Environment=ddev96;Name=Dayhoff-ddev96-ddev96-lsmc-bio-eip;Owner=platform;Project=LSMC;Purpose=ddev96.lsmc.bio-public-approved-ingress;ServiceNamespace=ddev96.lsmc.bio;System=dayhoff;aws:cloudformation:logical-id=PublicServiceEipprimary;aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-ddev96-Compute/0c017760-5cfd-11f1-ab2c-26a4cf9bbcf5;aws:cloudformation:stack-name=Dayhoff-ddev96-Compute;dayhoff-lock=false;dayhoff-user=jmajor;lsmc-cost-center=platform;lsmc-project=dayhoff-ddev96;project=dayhoff-all;project:dayhoff-dev=true,,,,True,52.73.200.64,,,,,,,,,,,,,,,,,
VPC,nat_gateway,us-east-1,nat-089a96601cfd34f9d,arn:aws:ec2:us-east-1:108782052779:natgateway/nat-089a96601cfd34f9d,dayhoff-dev-nat-public1-us-east-1a,1,False,Name=dayhoff-dev-nat-public1-us-east-1a,Name=dayhoff-dev-nat-public1-us-east-1a,available,,,,,,,,,,,,,,,,,,,,,
RDS,db_instance,us-east-1,auruse1-writer,arn:aws:rds:us-east-1:108782052779:db:auruse1-writer,auruse1-writer,2,False,lsmc-cost-center=global;lsmc-project=tapdb-us-east-1,aws:cloudformation:logical-id=WriterInstance;aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-auruse1/81988040-3953-11f1-b01d-0ecde9c2e61b;aws:cloudformation:stack-name=tapdb-auruse1;lsmc-cost-center=global;lsmc-project=tapdb-us-east-1,available,,,,,,,,,,db.r6g.large,aurora-postgresql,1,auruse1,,,,,,,,
RDS,db_instance,us-east-1,dev-writer,arn:aws:rds:us-east-1:108782052779:db:dev-writer,dev-writer,4,False,lsmc-cost-center=global;lsmc-project=tapdb-us-east-1;project=dayhoff-all;project:dayhoff-dev=true,aws:cloudformation:logical-id=WriterInstance;aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-dev/bae9fcb0-1497-11f1-828d-0affd19328cd;aws:cloudformation:stack-name=tapdb-dev;lsmc-cost-center=global;lsmc-project=tapdb-us-east-1;project=dayhoff-all;project:dayhoff-dev=true,available,,,,,,,,,,db.t4g.medium,aurora-postgresql,1,dev,,,,,,,,
RDS,db_cluster,us-east-1,auruse1,arn:aws:rds:us-east-1:108782052779:cluster:auruse1,auruse1,2,False,lsmc-cost-center=global;lsmc-project=tapdb-us-east-1,aws:cloudformation:logical-id=AuroraCluster;aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-auruse1/81988040-3953-11f1-b01d-0ecde9c2e61b;aws:cloudformation:stack-name=tapdb-auruse1;lsmc-cost-center=global;lsmc-project=tapdb-us-east-1,available,,,,,,,,,,,aurora-postgresql,,,,,,,,,,
RDS,db_cluster,us-east-1,dev,arn:aws:rds:us-east-1:108782052779:cluster:dev,dev,4,False,lsmc-cost-center=global;lsmc-project=tapdb-us-east-1;project=dayhoff-all;project:dayhoff-dev=true,aws:cloudformation:logical-id=AuroraCluster;aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-dev/bae9fcb0-1497-11f1-828d-0affd19328cd;aws:cloudformation:stack-name=tapdb-dev;lsmc-cost-center=global;lsmc-project=tapdb-us-east-1;project=dayhoff-all;project:dayhoff-dev=true,available,,,,,,,,,,,aurora-postgresql,,,,,,,,,,
ELBv2,load_balancer,us-east-1,lsmc-privatelink-nlb,arn:aws:elasticloadbalancing:us-east-1:108782052779:loadbalancer/net/lsmc-privatelink-nlb/4ead0a65121bd679,lsmc-privatelink-nlb,4,False,Environment=staging;Project=LSMC;System=dayhoff;project=dayhoff-all,Environment=staging;Project=LSMC;System=dayhoff;project=dayhoff-all,active,,,,,,,,,,,,,,,,network,,,,,
RDS,db_instance,us-west-1,marvain-cleanroom-20260712t111914z-aurorainstance-mm1jm67x6662,arn:aws:rds:us-west-1:108782052779:db:marvain-cleanroom-20260712t111914z-aurorainstance-mm1jm67x6662,marvain-cleanroom-20260712t111914z-aurorainstance-mm1jm67x6662,1,False,project=marvain,aws:cloudformation:logical-id=AuroraInstance;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-1:108782052779:stack/marvain-cleanroom-20260712T111914Z/dd1d47b0-7df1-11f1-8ba1-06f72c5ef721;aws:cloudformation:stack-name=marvain-cleanroom-20260712T111914Z;project=marvain,available,,,,,,,,,,db.serverless,aurora-postgresql,1,marvain-cleanroom-20260712t111914z-auroracluster-zvttosvsa7o9,,,,,,,,
RDS,db_cluster,us-west-1,marvain-cleanroom-20260712t111914z-auroracluster-zvttosvsa7o9,arn:aws:rds:us-west-1:108782052779:cluster:marvain-cleanroom-20260712t111914z-auroracluster-zvttosvsa7o9,marvain-cleanroom-20260712t111914z-auroracluster-zvttosvsa7o9,1,False,project=marvain,aws:cloudformation:logical-id=AuroraCluster;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-1:108782052779:stack/marvain-cleanroom-20260712T111914Z/dd1d47b0-7df1-11f1-8ba1-06f72c5ef721;aws:cloudformation:stack-name=marvain-cleanroom-20260712T111914Z;project=marvain,available,,,,,,,,,,,aurora-postgresql,,,0.5,2.0,,,,,,
EC2,instance,us-west-2,i-02a5b297000e82966,arn:aws:ec2:us-west-2:108782052779:instance/i-02a5b297000e82966,lsmc-web,1,False,Name=lsmc-web,Name=lsmc-web,stopped,,,,,m7i-flex.2xlarge,2025-03-09T09:38:59.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-09126000eb19643b0,arn:aws:ec2:us-west-2:108782052779:instance/i-09126000eb19643b0,Dayhoff-aws3041-Compute/Hostprimary,15,False,"CostCenter=platform;Environment=aws3041;Host=primary;Name=Dayhoff-aws3041-Compute/Hostprimary;Owner=platform;Project=LSMC;Roles=atlas,bloom,ursa,dewey,zebra_day,kahlo;System=dayhoff;aws-parallelcluster-project=dayhoff-production-server;dayhoff-lock=false;dayhoff-user=jmajor;lsmc-cost-center=platform;lsmc-project=dayhoff+us-west-2;project=dayhoff-all;project:dayhoff-day=true","CostCenter=platform;Environment=aws3041;Host=primary;Name=Dayhoff-aws3041-Compute/Hostprimary;Owner=platform;Project=LSMC;Roles=atlas,bloom,ursa,dewey,zebra_day,kahlo;System=dayhoff;aws-parallelcluster-project=dayhoff-production-server;aws:cloudformation:logical-id=Hostprimary8A9E85D2;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/Dayhoff-aws3041-Compute/4b8ad200-4d99-11f1-89af-02d0bd94fd23;aws:cloudformation:stack-name=Dayhoff-aws3041-Compute;dayhoff-lock=false;dayhoff-user=jmajor;lsmc-cost-center=platform;lsmc-project=dayhoff+us-west-2;project=dayhoff-all;project:dayhoff-day=true",stopped,,,,,t3a.2xlarge,2026-05-12T00:29:44.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-09f66b3f11ea42c60,arn:aws:ec2:us-west-2:108782052779:instance/i-09f66b3f11ea42c60,labplatform-mvp-simulation,1,False,Name=labplatform-mvp-simulation,Name=labplatform-mvp-simulation,running,,,,,t3.small,2026-05-18T17:12:05.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-0a70e6af119b993f3,arn:aws:ec2:us-west-2:108782052779:instance/i-0a70e6af119b993f3,Dayhoff-lsmcq7-Compute/Hostprimary,14,False,"CostCenter=platform;Environment=lsmcq7;Host=primary;Name=Dayhoff-lsmcq7-Compute/Hostprimary;Owner=platform;Project=LSMC;Roles=atlas,bloom,ursa,dewey,zebra_day;System=dayhoff;dayhoff-lock=false;dayhoff-user=ubuntu;lsmc-cost-center=platform;lsmc-project=dayhoff+us-west-2;project=dayhoff-all;project:dayhoff-day=true","CostCenter=platform;Environment=lsmcq7;Host=primary;Name=Dayhoff-lsmcq7-Compute/Hostprimary;Owner=platform;Project=LSMC;Roles=atlas,bloom,ursa,dewey,zebra_day;System=dayhoff;aws:cloudformation:logical-id=Hostprimary8A9E85D2;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/Dayhoff-lsmcq7-Compute/08ce3790-4f01-11f1-90ac-0a1da76cb771;aws:cloudformation:stack-name=Dayhoff-lsmcq7-Compute;dayhoff-lock=false;dayhoff-user=ubuntu;lsmc-cost-center=platform;lsmc-project=dayhoff+us-west-2;project=dayhoff-all;project:dayhoff-day=true",stopped,,,,,t3a.2xlarge,2026-05-13T19:24:55.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-07df3a933e4839f52,arn:aws:ec2:us-west-2:108782052779:instance/i-07df3a933e4839f52,Dayhoff-day-Compute/Hostprimary,14,False,"CostCenter=platform;Environment=day;Host=primary;Name=Dayhoff-day-Compute/Hostprimary;Owner=platform;Project=LSMC;Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,qeo,zebra_day;System=dayhoff;dayhoff-lock=false;dayhoff-user=jmajor;lsmc-cost-center=platform;lsmc-project=dayhoff-day;project=dayhoff-all;project:dayhoff-day=true","CostCenter=platform;Environment=day;Host=primary;Name=Dayhoff-day-Compute/Hostprimary;Owner=platform;Project=LSMC;Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,qeo,zebra_day;System=dayhoff;aws:cloudformation:logical-id=Hostprimary8A9E85D20db1f345cfb64f91;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/Dayhoff-day-Compute/d3d6e610-5e8a-11f1-b6e4-02f97802c06b;aws:cloudformation:stack-name=Dayhoff-day-Compute;dayhoff-lock=false;dayhoff-user=jmajor;lsmc-cost-center=platform;lsmc-project=dayhoff-day;project=dayhoff-all;project:dayhoff-day=true",running,,,,,t3.2xlarge,2026-06-02T13:59:00.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-0fc4922e2b51bc35e,arn:aws:ec2:us-west-2:108782052779:instance/i-0fc4922e2b51bc35e,terrarium-dev-tailscale-router,3,False,Environment=dev;Name=terrarium-dev-tailscale-router;Project=terrarium,Environment=dev;Name=terrarium-dev-tailscale-router;Project=terrarium,running,,,,,t3.micro,2026-07-14T20:19:03.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-088957ddbc7fcf3d1,arn:aws:ec2:us-west-2:108782052779:instance/i-088957ddbc7fcf3d1,dayec-slurm-accounting-us-west-2c-mariadb,6,False,Name=dayec-slurm-accounting-us-west-2c-mariadb;daylily-ec:component=slurm-accounting-mysql;daylily-ec:managed-by=daylily-ephemeral-cluster;daylily-ec:region=us-west-2;daylily-ec:region-az=us-west-2c;daylily-ec:vpc-id=vpc-0f41176d568ae7b1e,Name=dayec-slurm-accounting-us-west-2c-mariadb;aws:cloudformation:logical-id=AccountingDbHost;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/dayec-slurm-accounting-us-west-2c/d393e3e0-7dea-11f1-8bc8-0614aaa22d1d;aws:cloudformation:stack-name=dayec-slurm-accounting-us-west-2c;daylily-ec:component=slurm-accounting-mysql;daylily-ec:managed-by=daylily-ephemeral-cluster;daylily-ec:region=us-west-2;daylily-ec:region-az=us-west-2c;daylily-ec:vpc-id=vpc-0f41176d568ae7b1e,running,,,,,t4g.micro,2026-07-12T12:14:13.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-04059f0d8c4f701d2,arn:aws:ec2:us-west-2:108782052779:instance/i-04059f0d8c4f701d2,HeadNode,17,False,"Name=HeadNode;aws-parallelcluster-clustername=sent-hg003-5x-0712;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config;aws-parallelcluster-project=sent-hg003-5x-0712;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=sent-hg003-5x-0712;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0","Name=HeadNode;aws-parallelcluster-clustername=sent-hg003-5x-0712;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config;aws-parallelcluster-project=sent-hg003-5x-0712;aws-parallelcluster-username=jmajor-root;aws:cloudformation:logical-id=HeadNode;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/sent-hg003-5x-0712/00fd6150-7dee-11f1-9ab3-0a7db2aa1725;aws:cloudformation:stack-name=sent-hg003-5x-0712;aws:ec2launchtemplate:id=lt-0cdcf15600c603ccb;aws:ec2launchtemplate:version=1;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=sent-hg003-5x-0712;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0",terminated,,,,,r7i.2xlarge,2026-07-12T12:45:54.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-02c0da227ad61dcd0,arn:aws:ec2:us-west-2:108782052779:instance/i-02c0da227ad61dcd0,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;aws:ec2:fleet-id=fleet-b825090e-219e-41bc-0c92-8e804a26449d;aws:ec2launchtemplate:id=lt-0f9eb76d296f21c45;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true",shutting-down,,,,,c5d.metal,2026-07-16T00:28:26.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-05730fe0a7b3ce447,arn:aws:ec2:us-west-2:108782052779:instance/i-05730fe0a7b3ce447,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;aws:ec2:fleet-id=fleet-8ebe14bd-4c8f-4e87-ae3a-2322424b7137;aws:ec2launchtemplate:id=lt-0d6b3b09a39ca39e3;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true",running,,,,,m8idn.48xlarge,2026-07-16T00:47:20.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-0cf5f8d1f59a169a3,arn:aws:ec2:us-west-2:108782052779:instance/i-0cf5f8d1f59a169a3,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;aws:ec2:fleet-id=fleet-04be9cb5-c627-ccad-26b2-2380de27032f;aws:ec2launchtemplate:id=lt-0d6b3b09a39ca39e3;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true",terminated,,,,,c8id.metal-48xl,2026-07-16T00:28:10.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-0f9e64c88b153d007,arn:aws:ec2:us-west-2:108782052779:instance/i-0f9e64c88b153d007,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=mem192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;aws:ec2:fleet-id=fleet-b0afa324-8b96-e994-a63a-0682e9e8e030;aws:ec2launchtemplate:id=lt-0bbd6f4df88d225bd;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=mem192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true",running,,,,,r8idn.48xlarge,2026-07-16T00:47:24.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-0a8a3bb1c830987a2,arn:aws:ec2:us-west-2:108782052779:instance/i-0a8a3bb1c830987a2,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price128nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i128nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;aws:ec2:fleet-id=fleet-0e9694bf-46a5-4cad-0c10-2ba2b21ef3f0;aws:ec2launchtemplate:id=lt-010010f912c3265ba;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price128nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i128nvme;parallelcluster:version=3.15.0;ursa-preserve=true",running,,,,,i4i.metal,2026-07-16T00:47:56.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-0cce1c2d935e86786,arn:aws:ec2:us-west-2:108782052779:instance/i-0cce1c2d935e86786,flowcore-mvp,2,False,Environment=v1;Name=flowcore-mvp,Environment=v1;Name=flowcore-mvp,running,,,,,t4g.medium,2026-06-17T18:10:05.000Z,,,,,,,,,,,,,,,
