start,end,estimated,cost_usd,service,usage_type
2026-06-01,2026-07-01,False,0.0,Amazon Elastic Load Balancing,USW2-EUN1-AWS-In-Bytes
2026-06-01,2026-07-01,False,2.729e-07,Amazon Elastic Load Balancing,USW2-EUN1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Elastic Load Balancing,USW2-EUW2-AWS-In-Bytes
2026-06-01,2026-07-01,False,7.7436e-06,Amazon Elastic Load Balancing,USW2-EUW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0071139597,Amazon Elastic Load Balancing,USW2-LCUUsage
2026-06-01,2026-07-01,False,24.9975,Amazon Elastic Load Balancing,USW2-LoadBalancerUsage
2026-06-01,2026-07-01,False,0.0,Amazon Elastic Load Balancing,USW2-USE1-AWS-In-Bytes
2026-06-01,2026-07-01,False,0.0001047675,Amazon Elastic Load Balancing,USW2-USE1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Elastic Load Balancing,USW2-USE2-AWS-In-Bytes
2026-06-01,2026-07-01,False,3.05116e-05,Amazon Elastic Load Balancing,USW2-USE2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Elastic Load Balancing,USW2-USW1-AWS-In-Bytes
2026-06-01,2026-07-01,False,9.545e-07,Amazon Elastic Load Balancing,USW2-USW1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon FSx,USW2-CloudFront-In-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon FSx,USW2-CloudFront-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon FSx,USW2-DataTransfer-In-Bytes
2026-06-01,2026-07-01,False,0.0007456894,Amazon FSx,USW2-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.1334497791,Amazon FSx,USW2-DataTransfer-Regional-Bytes
2026-06-01,2026-07-01,False,2395.7519461368,Amazon FSx,USW2-Storage
2026-06-01,2026-07-01,False,0.0,Amazon FSx,USW2-USE1-AWS-In-Bytes
2026-06-01,2026-07-01,False,2.11662e-05,Amazon FSx,USW2-USE1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,1.23e-07,Amazon Glacier,AFS1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.5e-08,Amazon Glacier,APE1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,3e-07,Amazon Glacier,APN1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,2.64e-07,Amazon Glacier,APN2-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,3e-07,Amazon Glacier,APN3-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,3e-07,Amazon Glacier,APS1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,3.24e-07,Amazon Glacier,APS2-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,2.88e-07,Amazon Glacier,APS3-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,CAN1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,EU-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,EUC1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,EUN1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,EUW2-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,EUW3-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.68e-07,Amazon Glacier,SAE1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,USE1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,USE2-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.2e-08,Amazon Glacier,USW1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0046492,Amazon GuardDuty,APN1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.0045356,Amazon GuardDuty,APN2-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.00485,Amazon GuardDuty,APN3-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.0045402,Amazon GuardDuty,APS1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.004554,Amazon GuardDuty,APS2-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.004334,Amazon GuardDuty,APS3-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.004531,Amazon GuardDuty,CAN1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.004334,Amazon GuardDuty,EU-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.0044804,Amazon GuardDuty,EUC1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.0035994,Amazon GuardDuty,EUN1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.004334,Amazon GuardDuty,EUW2-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.0043472,Amazon GuardDuty,EUW3-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.006909,Amazon GuardDuty,SAE1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.004524,Amazon GuardDuty,USE1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,12.75000003,Amazon GuardDuty,USE1-PaidRDSvCPUMonitored
2026-06-01,2026-07-01,False,0.00632,Amazon GuardDuty,USE2-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.004268,Amazon GuardDuty,USW1-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.0,Amazon GuardDuty,USW2-FreeEventsAnalyzed
2026-06-01,2026-07-01,False,0.0,Amazon GuardDuty,USW2-FreeS3DataEventsAnalyzed
2026-06-01,2026-07-01,False,0.133656,Amazon GuardDuty,USW2-PaidEventsAnalyzed
2026-06-01,2026-07-01,False,0.2505368745,Amazon GuardDuty,USW2-PaidEventsAnalyzed-Bytes
2026-06-01,2026-07-01,False,0.1131296,Amazon GuardDuty,USW2-PaidS3DataEventsAnalyzed
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,AFS1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,AFS1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,AFS1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APE1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APE1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APE1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN1-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN2-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN2-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN2-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN3-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN3-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APN3-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS1-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS2-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS2-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS2-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS2-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS3-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS3-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS3-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS4-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS4-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS4-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS5-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS5-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,APS5-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,CAN1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,CAN1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,CAN1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EU-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EU-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EU-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EU-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUC1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUC1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUC1-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUC1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUN1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUN1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUN1-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUN1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUW2-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUW2-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUW2-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUW2-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUW3-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUW3-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,EUW3-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,SAE1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,SAE1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,SAE1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE1-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE2-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE2-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE2-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USE2-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USW1-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USW1-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USW1-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USW2-EC2-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USW2-ECR-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USW2-Lambda-Code-free-metering
2026-06-01,2026-07-01,False,0.0,Amazon Inspector,USW2-Lambda-Standard-free-metering
2026-06-01,2026-07-01,False,0.1152402647,Amazon Relational Database Service,Aurora:BackupUsage
2026-06-01,2026-07-01,False,7.4254484,Amazon Relational Database Service,Aurora:StorageIOUsage
2026-06-01,2026-07-01,False,0.2241942663,Amazon Relational Database Service,Aurora:StorageUsage
2026-06-01,2026-07-01,False,0.0,Amazon Relational Database Service,DataTransfer-In-Bytes
2026-06-01,2026-07-01,False,7.6882e-05,Amazon Relational Database Service,DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,626.4,Amazon Relational Database Service,InstanceUsage:db.r5.large
2026-06-01,2026-07-01,False,187.2,Amazon Relational Database Service,InstanceUsage:db.r6g.large
2026-06-01,2026-07-01,False,73.746433272,Amazon Relational Database Service,InstanceUsage:db.r7g.large
2026-06-01,2026-07-01,False,0.160759944,Amazon Relational Database Service,InstanceUsage:db.t3.medium
2026-06-01,2026-07-01,False,99.36,Amazon Relational Database Service,InstanceUsage:db.t4g.medium
2026-06-01,2026-07-01,False,0.1351926745,Amazon Relational Database Service,RDS:ChargedBackupUsage
2026-06-01,2026-07-01,False,0.0356624229,Amazon Relational Database Service,RDS:GP2-Storage
2026-06-01,2026-07-01,False,2.299999968,Amazon Relational Database Service,RDS:GP3-Storage
2026-06-01,2026-07-01,False,0.0859180565,Amazon Relational Database Service,USW2-Aurora:BackupUsage
2026-06-01,2026-07-01,False,0.0375128232,Amazon Relational Database Service,USW2-Aurora:IO-OptimizedStorageUsage
2026-06-01,2026-07-01,False,230.6275555559,Amazon Relational Database Service,USW2-Aurora:ServerlessV2IOOptimizedUsage
2026-06-01,2026-07-01,False,7.2974316,Amazon Relational Database Service,USW2-Aurora:StorageIOUsage
2026-06-01,2026-07-01,False,0.0438362654,Amazon Relational Database Service,USW2-Aurora:StorageUsage
2026-06-01,2026-07-01,False,0.0,Amazon Relational Database Service,USW2-DataTransfer-In-Bytes
2026-06-01,2026-07-01,False,0.0029280387,Amazon Relational Database Service,USW2-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Relational Database Service,USW2-DataTransfer-xAZ-In-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Relational Database Service,USW2-DataTransfer-xAZ-Out-Bytes
2026-06-01,2026-07-01,False,626.4,Amazon Relational Database Service,USW2-InstanceUsage:db.r5.large
2026-06-01,2026-07-01,False,187.2,Amazon Relational Database Service,USW2-InstanceUsage:db.r6g.large
2026-06-01,2026-07-01,False,198.72,Amazon Relational Database Service,USW2-InstanceUsage:db.r8g.large
2026-06-01,2026-07-01,False,99.36,Amazon Relational Database Service,USW2-InstanceUsage:db.t4g.medium
2026-06-01,2026-07-01,False,34.56,Amazon Relational Database Service,USW2-InstanceUsage:db.t4g.micro
2026-06-01,2026-07-01,False,1033.92,Amazon Relational Database Service,USW2-InstanceUsageIOOptimized:db.r8g.2xl
2026-06-01,2026-07-01,False,1033.92,Amazon Relational Database Service,USW2-InstanceUsageIOOptimized:db.r8g.xl
2026-06-01,2026-07-01,False,6.899999904,Amazon Relational Database Service,USW2-RDS:GP2-Storage
2026-06-01,2026-07-01,False,22.999999968,Amazon Relational Database Service,USW2-RDS:GP3-Storage
2026-06-01,2026-07-01,False,0.0227237085,Amazon Relational Database Service,USW2-USE1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.4092564,Amazon Route 53,DNS-Queries
2026-06-01,2026-07-01,False,14.0,Amazon Route 53,HostedZone
2026-06-01,2026-07-01,False,0.0,Amazon Route 53,Intra-AWS-DNS-Queries
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,AFS1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,AFS1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APE1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APE1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APN1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APN1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APN2-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APN2-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APN3-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APN3-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS2-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS2-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS3-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS3-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS4-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS4-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS5-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,APS5-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,CAN1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,CAN1-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,EU-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,EU-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,EUC1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,EUC1-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,EUN1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,EUN1-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,EUW2-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,EUW2-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,EUW3-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,EUW3-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,SAE1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,SAE1-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,USE2-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,USE2-Requests-Tier1
2026-06-01,2026-07-01,False,3.84e-07,Amazon Simple Notification Service,USW1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,USW1-Requests-Tier1
2026-06-01,2026-07-01,False,1.2342e-06,Amazon Simple Notification Service,USW2-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,USW2-DeliveryAttempts-SMTP
2026-06-01,2026-07-01,False,0.0,Amazon Simple Notification Service,USW2-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,AFS1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APE1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APN1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APN2-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APN3-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APS1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APS2-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APS3-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APS4-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,APS5-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,CAN1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,EU-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,EUC1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,EUN1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,EUW2-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,EUW3-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,Requests-RBP
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,SAE1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,USE2-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,USW1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0,Amazon Simple Queue Service,USW2-Requests-Tier1
2026-06-01,2026-07-01,False,0.00024,Amazon Simple Storage Service,AFS1-Requests-Tier8
2026-06-01,2026-07-01,False,0.00015,Amazon Simple Storage Service,APE1-Requests-Tier8
2026-06-01,2026-07-01,False,0.000282,Amazon Simple Storage Service,APN1-Requests-Tier1
2026-06-01,2026-07-01,False,0.0003,Amazon Simple Storage Service,APN2-Requests-Tier8
2026-06-01,2026-07-01,False,0.00027,Amazon Simple Storage Service,APN3-Requests-Tier8
2026-06-01,2026-07-01,False,0.00012,Amazon Simple Storage Service,APS1-Requests-Tier8
2026-06-01,2026-07-01,False,0.00027,Amazon Simple Storage Service,APS2-Requests-Tier8
2026-06-01,2026-07-01,False,0.0,Amazon Simple Storage Service,APS3-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.001195,Amazon Simple Storage Service,APS3-Requests-Tier1
2026-06-01,2026-07-01,False,0.2177932,Amazon Simple Storage Service,APS3-Requests-Tier2
2026-06-01,2026-07-01,False,0.00027,Amazon Simple Storage Service,APS3-Requests-Tier8
2026-06-01,2026-07-01,False,1.0997310332,Amazon Simple Storage Service,APS3-TimedStorage-ByteHrs
2026-06-01,2026-07-01,False,0.0185897324,Amazon Simple Storage Service,APS3-USE1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0036954875,Amazon Simple Storage Service,APS3-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.00024,Amazon Simple Storage Service,APS4-Requests-Tier8
2026-06-01,2026-07-01,False,0.00027,Amazon Simple Storage Service,APS5-Requests-Tier8
2026-06-01,2026-07-01,False,0.0,Amazon Simple Storage Service,DataTransfer-In-Bytes
2026-06-01,2026-07-01,False,0.000521715,Amazon Simple Storage Service,DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0003,Amazon Simple Storage Service,EU-Requests-Tier1
2026-06-01,2026-07-01,False,1.335e-06,Amazon Simple Storage Service,EUC1-DataTransfer-Out-Bytes
2026-06-01,2026-07-01,False,0.0016524,Amazon Simple Storage Service,EUC1-Requests-Tier1
2026-06-01,2026-07-01,False,0.23411823,Amazon Simple Storage Service,EUC1-Requests-Tier2
2026-06-01,2026-07-01,False,1.2134e-06,Amazon Simple Storage Service,EUC1-TagStorage-TagHrs
2026-06-01,2026-07-01,False,2.8797614264,Amazon Simple Storage Service,EUC1-TimedStorage-ByteHrs
2026-06-01,2026-07-01,False,0.0043546594,Amazon Simple Storage Service,EUC1-USE1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0008645708,Amazon Simple Storage Service,EUC1-USW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0003,Amazon Simple Storage Service,EUN1-Requests-Tier1
2026-06-01,2026-07-01,False,0.00021,Amazon Simple Storage Service,EUN1-Requests-Tier8
2026-06-01,2026-07-01,False,0.00024,Amazon Simple Storage Service,EUW2-Requests-Tier8
2026-06-01,2026-07-01,False,0.00027,Amazon Simple Storage Service,EUW3-Requests-Tier8
2026-06-01,2026-07-01,False,0.0,Amazon Simple Storage Service,Global-Bucket-Hrs-FreeTier
2026-06-01,2026-07-01,False,0.68545,Amazon Simple Storage Service,Requests-Tier1
2026-06-01,2026-07-01,False,0.7953992,Amazon Simple Storage Service,Requests-Tier2
2026-06-01,2026-07-01,False,6e-05,Amazon Simple Storage Service,Requests-Tier8
2026-06-01,2026-07-01,False,0.0452274165,Amazon Simple Storage Service,TimedStorage-ByteHrs
2026-06-01,2026-07-01,False,3.079e-07,Amazon Simple Storage Service,USE1-AFS1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,3.095e-07,Amazon Simple Storage Service,USE1-APE1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-APN1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-APN2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,2.8e-08,Amazon Simple Storage Service,USE1-APN3-AWS-Out-Bytes
2026-06-01,2026-07-01,False,9.18e-08,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-APS3-AWS-Out-Bytes
2026-06-01,2026-07-01,False,3.007e-07,Amazon Simple Storage Service,USE1-APS4-AWS-Out-Bytes
2026-06-01,2026-07-01,False,3.038e-07,Amazon Simple Storage Service,USE1-APS5-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,0.0,Amazon Simple Storage Service,USE1-CloudFront-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes
2026-06-01,2026-07-01,False,4.8e-08,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes
2026-06-01,2026-07-01,False,7.72e-08,Amazon Simple Storage Service,USE1-EUW3-AWS-Out-Bytes
2026-06-01,2026-07-01,False,9.18e-08,Amazon Simple Storage Service,USE1-SAE1-AWS-Out-Bytes
