service,resource_type,region,arn,last_reported_at,source_index_region
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-30ad8b06-899e-6336-8cb8-2c087bf6ee7f,2026-07-13T05:49:52Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-38a7238c-2116-6114-0e3a-aea02e13c67e,2026-07-12T01:32:56Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3827a386-899e-c91e-84b2-a62aaf15bc4c,2026-07-10T06:22:53Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b805a10c-0934-693e-0690-8e28dc43c1e1,2026-07-11T09:03:31Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-38870b0e-833e-c134-0eb0-2c88acc94979,2026-07-10T04:10:07Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-a6b69cb7-4ca5-4ead-a438-21087ae1335f,2026-07-11T08:03:39Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0d98be92ae698b182,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-100da904-8b16-cbbe-a690-2e08a337792f,2026-07-12T00:47:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-30850926-a394-6b1c-049a-ae8a2668d84d,2026-07-10T04:17:51Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-94y7g44q,2026-07-12T23:30:08Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-07fb95ac67026870e,2026-07-13T15:48:17Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0725a15da78e40c9d,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-108d8b2e-013e-c336-24ba-ae0a3a84cc63,2026-07-14T16:49:46Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0c3e3cb7-462f-ec2f-0e90-0302298af102,2026-07-10T01:07:13Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-097aacf48c6c83067,2026-07-15T20:15:16Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-039db1547f369256d,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-zicqktem,2026-07-12T23:50:49Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0e0c0a4290d7d2a42,2026-07-14T16:42:50Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0779172bcadd5da2d,2026-07-12T15:16:43Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-ie9zgqgn,2026-07-13T05:24:32Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1a94880e-590d-44b6-0c92-8d885daa5ca1,2026-07-10T22:34:23Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-sd6qk7fq,2026-07-13T05:51:55Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-ec4qj5hn,2026-07-13T02:23:44Z,us-west-2
ec2,ec2:network-acl,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-acl/acl-02e6a1b68740c0b4c,2026-07-14T01:04:54Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b21c028c-d985-66b4-061a-25223306723e,2026-07-10T19:35:59Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0879973004b5d99a0,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-06349637-442f-4e25-0e90-0ba8e3e4f8fb,2026-07-13T09:33:00Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0870d31f2f749c290,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9a0523ae-23b6-61bc-ae90-2e8a9438d006,2026-07-15T18:20:25Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-922f8106-0396-c19c-2c92-248254ddb2d4,2026-07-12T19:05:32Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0cb80b2fbcbcd7384,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-03d233cf0265b8ea3,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0dbbd4a3e8575b072,2026-07-14T18:24:49Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0b118ba3bb61bf7b2,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-v2rfkadm,2026-07-12T19:07:06Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-38bc8aae-5327-4494-26b0-8d8849bb04ba,2026-07-12T00:45:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-980f2124-a916-c336-0e12-a4aa3fbf7386,2026-07-13T18:47:52Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-pfafjsfq,2026-07-12T23:47:06Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b807a30e-899e-e1b4-a63a-a608e40b9447,2026-07-12T20:06:31Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-pcjzkvbn,2026-07-12T12:31:51Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-776qkzmq,2026-07-12T20:55:06Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-2e961e3f-e48f-ec8d-84ba-818a4d7e82bd,2026-07-10T02:21:36Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-a3cfhz8q,2026-07-13T19:39:03Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-a4949c37-c60f-ee27-2c38-8ba8933ff3f5,2026-07-10T08:16:43Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-1pc7kvep,2026-07-15T00:24:25Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b29ca004-5b05-ce16-8e10-07203e3f6ac8,2026-07-12T22:10:31Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0f00adc3248c14461,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-90b6a80e-53af-e43c-8cb8-8d882711af73,2026-07-10T19:42:41Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-08360191b29cde40e,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-064218f01cc92ddaa,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-031847829ecc2ed23,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0b95e2fb4496580f6,2026-07-15T05:20:49Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0c3e3497-6ead-e6a7-0e92-a300b8d9dfcb,2026-07-10T02:05:05Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9205ab86-89be-cb3c-063a-26aa64a6f91e,2026-07-13T07:23:51Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b0bc0024-d12d-6eb6-0c98-87804f728ff0,2026-07-12T00:55:16Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-043c941d-ec87-4425-a4ba-a1884bbcd04a,2026-07-12T00:52:08Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-tda7h95n,2026-07-13T11:01:52Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-2e96b63f-6e0f-6e2d-2610-21802ec9116c,2026-07-11T01:49:05Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-09445df76c7675e51,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-32258ba4-8b3e-c1b4-ac1a-84a81b56e644,2026-07-09T23:59:01Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-07960320b1632d906,2026-07-15T04:54:57Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1005ab24-2914-c334-acb8-ae228110c145,2026-07-10T03:18:29Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-093f635df3f1de682,2026-07-15T05:20:37Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-12a78bac-2994-69be-2cb2-248a3f95a69e,2026-07-11T10:03:37Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-2c141c37-c607-66a7-8eb2-a3a02cf61b83,2026-07-13T09:33:33Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0cbc1c95-4e8d-46ad-8e1a-89828c35835d,2026-07-15T21:30:57Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1a0f890e-a19c-639e-0c32-260821e56373,2026-07-11T12:14:52Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-pqifkbtm,2026-07-13T07:23:50Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-26b43c9f-ccaf-6c07-a4b8-2908e7b1b846,2026-07-11T21:28:43Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-i4mqkpan,2026-07-15T19:48:47Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b21c200c-f3af-e4bc-0c32-0f22c59ed4b0,2026-07-13T19:01:19Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-8cb63e1d-ce27-6caf-a418-218a0f3de70e,2026-07-11T10:06:12Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3a368284-5b0d-4e3e-a49a-2f806f8ced81,2026-07-11T21:18:54Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0773c7252581eb124,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:volume,us-west-2,arn:aws:ec2:us-west-2:108782052779:volume/vol-0b481de207f5b19f1,2026-07-12T16:43:54Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-249cb43d-6c0f-e425-a692-292868c6392c,2026-07-11T09:11:48Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-09be9eda9257aa9fa,2026-07-14T16:42:50Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-6ayfjd3m,2026-07-12T13:20:56Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-843c9e3f-ce0d-e68f-0e90-01a0e1a40f51,2026-07-15T19:33:36Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-d42qh7xp,2026-07-15T19:32:39Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-12wzj3xm,2026-07-15T21:30:57Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-e7x7gq1q,2026-07-12T19:32:54Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-24iqgdwm,2026-07-13T04:04:26Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-af77h3kq,2026-07-15T23:03:57Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-035cbe242013e735b,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-z967jt1q,2026-07-14T23:29:40Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0aea1876ab346edcd,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0abc11fd56f03369c,2026-07-15T05:20:42Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-24b63415-e6a7-eead-863a-8b82f77b56c7,2026-07-10T04:32:18Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3a1e8026-73a7-e4be-0e18-a72a9ccef87d,2026-07-13T03:58:45Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-fvz7jtim,2026-07-12T16:59:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-a434161d-e6ad-ee07-0e12-0b828b8ba0da,2026-07-13T17:52:05Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-30858b24-0316-ebbe-acb8-ae2af532406e,2026-07-09T23:56:26Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-92878126-09b4-c994-2c30-842264360b3e,2026-07-13T14:01:17Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9296802c-5907-449c-8eb8-07aac642d200,2026-07-12T20:48:56Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-ae9e361d-44ad-cc8f-0e38-018a1916ff56,2026-07-12T13:03:56Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0a7a5cbadf0d270a3,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b81c208c-5327-441e-0e12-2d8aad5c4325,2026-07-12T22:52:57Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-8e3e9cb5-6caf-660f-2cb8-0382bf84626d,2026-07-15T18:29:04Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-122d8b06-81be-c994-863a-86222a7d5788,2026-07-12T15:42:30Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-s1nfkt6n,2026-07-12T14:59:37Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-17dzkjcq,2026-07-15T19:48:17Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-a41c9eb5-ce2d-c685-84b8-8b282301b288,2026-07-11T08:37:36Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-ba2f2386-093e-433c-0632-868a3b7a9734,2026-07-15T19:35:42Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-041ae0614fd8981e7,2026-07-14T18:35:40Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-108f0904-2396-4b3e-069a-8428a2f008b7,2026-07-14T12:02:28Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0894a0b30f20dbf96,2026-07-14T16:29:58Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-invfjc4n,2026-07-15T00:24:56Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-a614b6bf-c60d-c42d-0cba-2b804f9bdd2c,2026-07-12T23:18:41Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-249c1635-e605-460f-8e3a-0b0ae31b3961,2026-07-11T09:53:08Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-8c1e3c1f-e48f-ee8f-2612-a908e809af14,2026-07-14T11:21:15Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-2e3c9615-4cad-4cad-2630-83a0d350e452,2026-07-14T23:16:14Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-05f7f63303c90b35a,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9a942204-d98f-e49e-a630-87a0ccf77919,2026-07-13T03:55:40Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b8a501ac-a1be-6b34-8e30-04226f2b77a9,2026-07-12T18:55:16Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-00ef1452643d89e0e,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-04df50b273b802b4e,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9085ab8e-2b34-c394-049a-8602c9431137,2026-07-13T03:54:14Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0ae1487457705486d,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b82da32c-8334-e31e-2698-ae00ccb95a29,2026-07-10T06:47:41Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-128503ae-8b96-411c-0410-24881bfda1e3,2026-07-12T00:23:21Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-bab4a884-51ad-ec9c-2618-a7a2d3656679,2026-07-12T12:31:51Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3a870386-8b1e-63b4-0630-060054ffa2e2,2026-07-11T03:14:29Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-5bd7h7an,2026-07-15T00:36:49Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-gf57j23n,2026-07-13T04:03:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-108d892e-a994-4b1e-0c32-8c80782951a7,2026-07-13T17:38:39Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b0a52904-a39e-4bbc-04b0-0600c5e12fc8,2026-07-12T15:36:18Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-hg5qhrtm,2026-07-13T12:55:09Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0cbc96b7-e625-66af-ae32-a182ec74a2e7,2026-07-10T06:50:48Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0d7f0498869bb8ac5,2026-07-15T02:46:07Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-00531a19194ae9105,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9214888e-d92f-46b6-2c12-050284840dc4,2026-07-13T14:15:40Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0eb41c35-6687-ce0f-0412-2baa24afa991,2026-07-12T00:15:05Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-cbqzkyjp,2026-07-13T03:31:53Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-26149c97-64ad-ce85-0eba-a1a252f41370,2026-07-10T08:07:56Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-321402ac-d30d-4636-8490-af82660929e0,2026-07-10T18:28:47Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0e941e97-468f-e4a7-0c9a-292a718c6510,2026-07-10T18:47:23Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-07eb91dcaa7d13555,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-32b4808e-f32d-c416-0e12-a5aa8864d5d1,2026-07-10T06:18:49Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b2bc08a6-732f-c61c-84b8-2f20f295e4b7,2026-07-13T03:21:02Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-301e20ac-f98f-649e-8e10-0fa28bfebe45,2026-07-10T20:57:35Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-px5fgprn,2026-07-12T15:25:08Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-102f03a4-a93c-c99c-0610-2ca0e22947cd,2026-07-12T22:09:00Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0e0ee8cfc1ae88374,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3825810e-0b96-c13c-04b2-8c003d3df696,2026-07-11T02:51:30Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0a51350ac499a923e,2026-07-15T05:20:38Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-05b8b25f19a1d32bb,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-vr2fk4rp,2026-07-13T03:21:02Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0eeb27f791ed6b38a,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-baafa3a6-a114-6316-8eb0-a420148aa857,2026-07-10T04:38:01Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-4aqzjy7m,2026-07-13T09:33:31Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b82529a6-23be-691e-8c3a-2e207ad697e2,2026-07-13T14:29:37Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-psjqgxcp,2026-07-12T18:18:32Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-ba2d09ae-83b4-693e-243a-ac028ec307db,2026-07-13T14:43:03Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-snb7k7wm,2026-07-12T20:18:53Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0e5597ca6455f1274,2026-07-14T18:24:46Z,us-west-2
