chip	barcode	sample	bytes	s3_key	fsx_path
chip1	barcode20	NA03986	434876837	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_42.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_42.fastq.gz
chip1	barcode20	NA03986	450240653	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_43.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_43.fastq.gz
chip1	barcode20	NA03986	408566437	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_44.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_44.fastq.gz
chip1	barcode20	NA03986	396539399	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_45.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_45.fastq.gz
chip1	barcode20	NA03986	355851180	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_46.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_46.fastq.gz
chip1	barcode20	NA03986	359992283	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_47.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_47.fastq.gz
chip1	barcode20	NA03986	395239257	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_48.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_48.fastq.gz
chip1	barcode20	NA03986	338494006	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_49.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_49.fastq.gz
chip1	barcode20	NA03986	1107422795	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_5.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_5.fastq.gz
chip1	barcode20	NA03986	317898324	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_50.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_50.fastq.gz
chip1	barcode20	NA03986	310569264	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_51.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_51.fastq.gz
chip1	barcode20	NA03986	297049201	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_52.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_52.fastq.gz
chip1	barcode20	NA03986	352674966	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_53.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_53.fastq.gz
chip1	barcode20	NA03986	293337412	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_54.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_54.fastq.gz
chip1	barcode20	NA03986	277343873	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_55.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_55.fastq.gz
chip1	barcode20	NA03986	267696230	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_56.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_56.fastq.gz
chip1	barcode20	NA03986	281409693	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_57.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_57.fastq.gz
chip1	barcode20	NA03986	284752779	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_58.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_58.fastq.gz
chip1	barcode20	NA03986	233764871	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_59.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_59.fastq.gz
chip1	barcode20	NA03986	1070304628	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_6.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_6.fastq.gz
chip1	barcode20	NA03986	219272991	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_60.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_60.fastq.gz
chip1	barcode20	NA03986	245858761	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_61.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_61.fastq.gz
chip1	barcode20	NA03986	184791593	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_62.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_62.fastq.gz
chip1	barcode20	NA03986	180544157	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_63.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_63.fastq.gz
chip1	barcode20	NA03986	179342756	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_64.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_64.fastq.gz
chip1	barcode20	NA03986	119267389	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_65.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_65.fastq.gz
chip1	barcode20	NA03986	96243090	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_66.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_66.fastq.gz
chip1	barcode20	NA03986	109899433	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_67.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_67.fastq.gz
chip1	barcode20	NA03986	88997069	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_68.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_68.fastq.gz
chip1	barcode20	NA03986	90769330	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_69.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_69.fastq.gz
chip1	barcode20	NA03986	1110366194	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_7.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_7.fastq.gz
chip1	barcode20	NA03986	79638303	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_70.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_70.fastq.gz
chip1	barcode20	NA03986	84101516	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_71.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_71.fastq.gz
chip1	barcode20	NA03986	9955912	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_72.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_72.fastq.gz
chip1	barcode20	NA03986	1066338417	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_8.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_8.fastq.gz
chip1	barcode20	NA03986	1058561496	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_9.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode20/PBM13545_pass_barcode20_f3392d36_eb9b0a06_9.fastq.gz
chip1	barcode21	NA05164	431784032	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_0.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_0.fastq.gz
chip1	barcode21	NA05164	457291124	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_1.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_1.fastq.gz
chip1	barcode21	NA05164	514488564	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_10.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_10.fastq.gz
chip1	barcode21	NA05164	458892271	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_11.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_11.fastq.gz
chip1	barcode21	NA05164	434359964	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_12.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_12.fastq.gz
chip1	barcode21	NA05164	465982060	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_13.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_13.fastq.gz
chip1	barcode21	NA05164	446132799	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_14.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_14.fastq.gz
chip1	barcode21	NA05164	430675106	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_15.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_15.fastq.gz
chip1	barcode21	NA05164	426534371	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_16.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_16.fastq.gz
chip1	barcode21	NA05164	389000385	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_17.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_17.fastq.gz
chip1	barcode21	NA05164	412375488	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_18.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_18.fastq.gz
chip1	barcode21	NA05164	383386217	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_19.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_19.fastq.gz
chip1	barcode21	NA05164	546369254	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_2.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_2.fastq.gz
chip1	barcode21	NA05164	369672655	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_20.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_20.fastq.gz
chip1	barcode21	NA05164	357796445	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_21.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_21.fastq.gz
chip1	barcode21	NA05164	342282936	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_22.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_22.fastq.gz
chip1	barcode21	NA05164	331951423	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_23.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_23.fastq.gz
chip1	barcode21	NA05164	357476306	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_24.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_24.fastq.gz
chip1	barcode21	NA05164	317429771	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_25.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_25.fastq.gz
chip1	barcode21	NA05164	309111845	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_26.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_26.fastq.gz
chip1	barcode21	NA05164	332302966	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_27.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_27.fastq.gz
chip1	barcode21	NA05164	300918641	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_28.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_28.fastq.gz
chip1	barcode21	NA05164	295678625	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_29.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_29.fastq.gz
chip1	barcode21	NA05164	534499880	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_3.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_3.fastq.gz
chip1	barcode21	NA05164	280055537	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_30.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_30.fastq.gz
chip1	barcode21	NA05164	262161358	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_31.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode21/PBM13545_pass_barcode21_f3392d36_eb9b0a06_31.fastq.gz
