service,kind,region,id,arn,name,classification,tags,state,size,type,engine,has_lifecycle
RDS,rds_instance,us-west-2,dev-writer,arn:aws:rds:us-west-2:108782052779:db:dev-writer,dev-writer,dayhoff,aws:cloudformation:logical-id=WriterInstance aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/tapdb-dev/13b49db0-16bd-11f1-ac4f-02ee9e12c98f aws:cloudformation:stack-name=tapdb-dev lsmc-cost-center=global lsmc-project=tapdb-us-west-2,available,,db.r6g.large,aurora-postgresql,
RDS,rds_instance,us-west-2,dr-drill-standalone-20260521,arn:aws:rds:us-west-2:108782052779:db:dr-drill-standalone-20260521,dr-drill-standalone-20260521,unallocated,,available,,db.t4g.medium,postgres,
RDS,rds_instance,us-west-2,labcore-dev-instance-1,arn:aws:rds:us-west-2:108782052779:db:labcore-dev-instance-1,labcore-dev-instance-1,unallocated,,available,,db.serverless,aurora-postgresql,
RDS,rds_instance,us-west-2,staging-writer,arn:aws:rds:us-west-2:108782052779:db:staging-writer,staging-writer,dayhoff,aws:cloudformation:logical-id=WriterInstance aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/tapdb-staging/a149d9b0-4d9a-11f1-9577-0a57bdb61851 aws:cloudformation:stack-name=tapdb-staging lsmc-cost-center=global lsmc-project=tapdb-us-west-2,available,,db.t4g.medium,aurora-postgresql,
RDS,rds_instance,us-west-2,terrarium-dev-db,arn:aws:rds:us-west-2:108782052779:db:terrarium-dev-db,terrarium-dev-db,terrarium,Environment=dev Project=terrarium,available,,db.t4g.micro,postgres,
RDS,rds_instance,us-west-2,terrarium-prod-db,arn:aws:rds:us-west-2:108782052779:db:terrarium-prod-db,terrarium-prod-db,terrarium,Environment=prod Project=terrarium,available,,db.t4g.micro,postgres,
RDS,rds_cluster,us-west-2,dayhoff-dr-drill-20260521,arn:aws:rds:us-west-2:108782052779:cluster:dayhoff-dr-drill-20260521,dayhoff-dr-drill-20260521,dayhoff,CostCenter=platform Environment=lsmcq7 Owner=platform Project=LSMC System=dayhoff lsmc-cost-center=platform lsmc-project=dayhoff+us-west-2 project=dayhoff-all project:dayhoff-day=true,available,,,aurora-postgresql,
RDS,rds_cluster,us-west-2,dayhoff-lsmcok1-tapdb,arn:aws:rds:us-west-2:108782052779:cluster:dayhoff-lsmcok1-tapdb,dayhoff-lsmcok1-tapdb,dyec_cluster,Environment=lsmcok1 Owner=platform Project=LSMC System=dayhoff aws-parallelcluster-project=dayhoff-production-server aws:cloudformation:logical-id=DatabaseCluster aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/Dayhoff-lsmcok1-Data/80940010-5353-11f1-84e9-0679063ee0d5 aws:cloudformation:stack-name=Dayhoff-lsmcok1-Data project=dayhoff-all project:dayhoff-day=true,available,,,aurora-postgresql,
RDS,rds_cluster,us-west-2,dayhoff-lsmcq7-tapdb,arn:aws:rds:us-west-2:108782052779:cluster:dayhoff-lsmcq7-tapdb,dayhoff-lsmcq7-tapdb,dayhoff,CostCenter=platform Environment=lsmcq7 Owner=platform Project=LSMC System=dayhoff aws:cloudformation:logical-id=AuroraCluster aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/Dayhoff-lsmcq7-Data/c931b3a0-51ee-11f1-835f-061daeca8d2f aws:cloudformation:stack-name=Dayhoff-lsmcq7-Data lsmc-cost-center=platform lsmc-project=dayhoff+us-west-2 project=dayhoff-all project:dayhoff-day=true,available,,,aurora-postgresql,
RDS,rds_cluster,us-west-2,dev,arn:aws:rds:us-west-2:108782052779:cluster:dev,dev,dayhoff,aws:cloudformation:logical-id=AuroraCluster aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/tapdb-dev/13b49db0-16bd-11f1-ac4f-02ee9e12c98f aws:cloudformation:stack-name=tapdb-dev lsmc-cost-center=global lsmc-project=tapdb-us-west-2,available,,,aurora-postgresql,
RDS,rds_cluster,us-west-2,labcore-dev,arn:aws:rds:us-west-2:108782052779:cluster:labcore-dev,labcore-dev,unallocated,,available,,,aurora-postgresql,
RDS,rds_cluster,us-west-2,staging,arn:aws:rds:us-west-2:108782052779:cluster:staging,staging,dayhoff,aws:cloudformation:logical-id=AuroraCluster aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/tapdb-staging/a149d9b0-4d9a-11f1-9577-0a57bdb61851 aws:cloudformation:stack-name=tapdb-staging lsmc-cost-center=global lsmc-project=tapdb-us-west-2,available,,,aurora-postgresql,
ELBv2,load_balancer,us-west-2,lsmc-mvp-dev-alb,arn:aws:elasticloadbalancing:us-west-2:108782052779:loadbalancer/app/lsmc-mvp-dev-alb/e86b7b9ac25ed9d8,lsmc-mvp-dev-alb,unallocated,,,,,,
ECS,ecs_cluster,us-west-2,aquarium-dev-cluster,arn:aws:ecs:us-west-2:108782052779:cluster/aquarium-dev-cluster,aquarium-dev-cluster,aquarium,Environment=dev Project=aquarium,,,,,
ECS,ecs_service,us-west-2,aquarium-dev-app,arn:aws:ecs:us-west-2:108782052779:service/aquarium-dev-cluster/aquarium-dev-app,aquarium-dev-app,aquarium,Environment=dev Project=aquarium,,,,,
ECS,ecs_cluster,us-west-2,terrarium-dev-cluster,arn:aws:ecs:us-west-2:108782052779:cluster/terrarium-dev-cluster,terrarium-dev-cluster,terrarium,Environment=dev Project=terrarium,,,,,
ECS,ecs_service,us-west-2,terrarium-dev-api,arn:aws:ecs:us-west-2:108782052779:service/terrarium-dev-cluster/terrarium-dev-api,terrarium-dev-api,terrarium,Environment=dev Project=terrarium,,,,,
ECS,ecs_cluster,us-west-2,terrarium-prod-cluster,arn:aws:ecs:us-west-2:108782052779:cluster/terrarium-prod-cluster,terrarium-prod-cluster,terrarium,Environment=prod Project=terrarium,,,,,
ECS,ecs_service,us-west-2,terrarium-prod-api,arn:aws:ecs:us-west-2:108782052779:service/terrarium-prod-cluster/terrarium-prod-api,terrarium-prod-api,terrarium,Environment=prod Project=terrarium,,,,,
EC2,ec2_instance,us-east-1,i-0ab7116abc8229a16,arn:aws:ec2:us-east-1:108782052779:instance/i-0ab7116abc8229a16,dr-drill-relay-use1-20260522,unallocated,Name=dr-drill-relay-use1-20260522,running,,t3.micro,,
EC2,ec2_instance,us-east-1,i-0b6713cc15f74d360,arn:aws:ec2:us-east-1:108782052779:instance/i-0b6713cc15f74d360,Dayhoff-ddev96-Compute/Hostprimary,dayhoff,"CostCenter=platform Environment=ddev96 Host=primary Name=Dayhoff-ddev96-Compute/Hostprimary Owner=platform Project=LSMC Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,qeo,zebra_day,kahlo System=dayhoff aws:cloudformation:logical-id=Hostprimary8A9E85D2d44d5773ebdbe61c aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-ddev96-Compute/0c017760-5cfd-11f1-ab2c-26a4cf9bbcf5 aws:cloudformation:stack-name=Dayhoff-ddev96-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-ddev96 project=dayhoff-all project:dayhoff-dev=true",running,,t3.2xlarge,,
EC2,ec2_instance,us-east-1,i-04d3a8c6aae87f818,arn:aws:ec2:us-east-1:108782052779:instance/i-04d3a8c6aae87f818,Dayhoff-tailnet-dns-use1,dayhoff,CostCenter=platform Environment=tailnet-dns Name=Dayhoff-tailnet-dns-use1 Owner=platform Project=LSMC Purpose=dayhoff-tailnet-splitdns System=dayhoff aws:cloudformation:logical-id=ResolverInstance aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-tailnet-dns-use1/2805dcd0-5f19-11f1-bfca-0e430692daa9 aws:cloudformation:stack-name=Dayhoff-tailnet-dns-use1 lsmc-project=dayhoff-tailnet-dns project=dayhoff-all project:dayhoff-day=true project:dayhoff-dev=true project:dayhoff-inf=true,running,,t3.nano,,
EC2,ec2_instance,us-east-1,i-0de9e3f8d3208cf03,arn:aws:ec2:us-east-1:108782052779:instance/i-0de9e3f8d3208cf03,Dayhoff-dev-Compute/Hostprimary,dayhoff,"CostCenter=platform Environment=dev Host=primary Name=Dayhoff-dev-Compute/Hostprimary Owner=platform Project=LSMC Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,qeo,zebra_day,kahlo System=dayhoff aws:cloudformation:logical-id=Hostprimary8A9E85D228fd48233d50681f aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-dev-Compute/2d6fd9e0-5f0b-11f1-bd99-12de41f84f37 aws:cloudformation:stack-name=Dayhoff-dev-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-dev project=dayhoff-all project:dayhoff-dev=true",running,,t3.2xlarge,,
EC2,ec2_instance,us-east-1,i-068f3aad2bedb9fa6,arn:aws:ec2:us-east-1:108782052779:instance/i-068f3aad2bedb9fa6,Dayhoff-josh-dev-Compute/Hostprimary,dayhoff,"CostCenter=platform Environment=josh-dev Host=primary Name=Dayhoff-josh-dev-Compute/Hostprimary Owner=platform Project=LSMC Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,zebra_day,kahlo System=dayhoff aws:cloudformation:logical-id=Hostprimary8A9E85D2 aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-josh-dev-Compute/95cf7420-6143-11f1-954b-0ecbebe41cc7 aws:cloudformation:stack-name=Dayhoff-josh-dev-Compute dayhoff-lock=false dayhoff-user=jdurham38 lsmc-cost-center=platform lsmc-project=dayhoff+us-east-1",running,,t3a.2xlarge,,
EC2,ec2_instance,us-east-1,i-0e5e3df7a4f2941a0,arn:aws:ec2:us-east-1:108782052779:instance/i-0e5e3df7a4f2941a0,Dayhoff-jemdev5-Compute/Hostprimary,dayhoff,"CostCenter=platform Environment=jemdev5 Host=primary Name=Dayhoff-jemdev5-Compute/Hostprimary Owner=platform Project=LSMC Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,qeo,zebra_day,kahlo System=dayhoff aws:cloudformation:logical-id=Hostprimary8A9E85D269e16f682e7eae13 aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-jemdev5-Compute/081ffd10-63c4-11f1-aa86-0e4a7d53ffdb aws:cloudformation:stack-name=Dayhoff-jemdev5-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-jemdev5",running,,t3.2xlarge,,
EC2,ec2_instance,us-east-1,i-0e70fab85d559c615,arn:aws:ec2:us-east-1:108782052779:instance/i-0e70fab85d559c615,Dayhoff-inf-Compute/Hostprimary,dayhoff,"CostCenter=platform Environment=inf Host=primary Name=Dayhoff-inf-Compute/Hostprimary Owner=platform Project=LSMC Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,qeo,zebra_day,kahlo System=dayhoff aws:cloudformation:logical-id=Hostprimary8A9E85D235ed93cf8c52e8ca aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-inf-Compute/f4d67950-5f68-11f1-b41b-0affe27bd7f5 aws:cloudformation:stack-name=Dayhoff-inf-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-inf",running,,t3.2xlarge,,
EC2,ec2_instance,us-east-1,i-05de16a24310099c5,arn:aws:ec2:us-east-1:108782052779:instance/i-05de16a24310099c5,Dayhoff-joshdev-Compute/Hostprimary,dayhoff,"CostCenter=platform Environment=joshdev Host=primary Name=Dayhoff-joshdev-Compute/Hostprimary Owner=platform Project=LSMC Roles=lsmc-oauth-login,atlas,bloom,ursa,dewey,qeo,zebra_day,kahlo System=dayhoff aws:cloudformation:logical-id=Hostprimary8A9E85D2096dd0cf89b0ac96 aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-joshdev-Compute/4611c240-620a-11f1-b892-0e43b5d0b09f aws:cloudformation:stack-name=Dayhoff-joshdev-Compute dayhoff-lock=false dayhoff-user=jdurham38 lsmc-cost-center=platform lsmc-project=dayhoff-joshdev",running,,t3.2xlarge,,
EBS,ebs_volume,us-east-1,vol-0aa3f5a0f5cdca9a0,arn:aws:ec2:us-east-1:108782052779:volume/vol-0aa3f5a0f5cdca9a0,,unallocated,,in-use,336,gp3,,
EBS,ebs_volume,us-east-1,vol-0392bc7824a1e81e8,arn:aws:ec2:us-east-1:108782052779:volume/vol-0392bc7824a1e81e8,,dayhoff,project=dayhoff-all project:dayhoff-dev=true,in-use,336,gp3,,
EBS,ebs_volume,us-east-1,vol-0941af554a7184c73,arn:aws:ec2:us-east-1:108782052779:volume/vol-0941af554a7184c73,,dayhoff,project=dayhoff-all project:dayhoff-day=true project:dayhoff-dev=true project:dayhoff-inf=true,in-use,8,gp3,,
EBS,ebs_volume,us-east-1,vol-0b99a6dcae2700982,arn:aws:ec2:us-east-1:108782052779:volume/vol-0b99a6dcae2700982,,dayhoff,project=dayhoff-all project:dayhoff-dev=true,in-use,336,gp3,,
EBS,ebs_volume,us-east-1,vol-00cbb7ba932dbd3a4,arn:aws:ec2:us-east-1:108782052779:volume/vol-00cbb7ba932dbd3a4,,unallocated,,in-use,336,gp3,,
EBS,ebs_volume,us-east-1,vol-0d756a965fa46f7c1,arn:aws:ec2:us-east-1:108782052779:volume/vol-0d756a965fa46f7c1,,unallocated,,in-use,336,gp3,,
EBS,ebs_volume,us-east-1,vol-09454929e2c583ae7,arn:aws:ec2:us-east-1:108782052779:volume/vol-09454929e2c583ae7,,unallocated,,in-use,8,gp3,,
EBS,ebs_volume,us-east-1,vol-0f9efeb41e207d738,arn:aws:ec2:us-east-1:108782052779:volume/vol-0f9efeb41e207d738,,unallocated,,in-use,336,gp3,,
EC2,eip,us-east-1,eipalloc-05ae2b5e83f6942d5,,,dayhoff,project=dayhoff-all project:dayhoff-dev=true,,,,,
EC2,eip,us-east-1,eipalloc-0b6cc46ecf8c48bd3,,Dayhoff-inf-inf-lsmc-bio-eip,dayhoff,CostCenter=platform DNSName=inf.lsmc.bio Environment=inf Name=Dayhoff-inf-inf-lsmc-bio-eip Owner=platform Project=LSMC Purpose=inf.lsmc.bio-public-approved-ingress ServiceNamespace=inf.lsmc.bio System=dayhoff aws:cloudformation:logical-id=PublicServiceEipprimary aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-inf-Compute/f4d67950-5f68-11f1-b41b-0affe27bd7f5 aws:cloudformation:stack-name=Dayhoff-inf-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-inf,,,,,
EC2,eip,us-east-1,eipalloc-0e5344572ea8cc7d0,,Dayhoff-jemdev5-jemdev5-dev-lsmc-bio-eip,dayhoff,CostCenter=platform DNSName=jemdev5.dev.lsmc.bio Environment=jemdev5 Name=Dayhoff-jemdev5-jemdev5-dev-lsmc-bio-eip Owner=platform Project=LSMC Purpose=jemdev5.dev.lsmc.bio-public-approved-ingress ServiceNamespace=jemdev5.dev.lsmc.bio System=dayhoff aws:cloudformation:logical-id=PublicServiceEipprimary aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-jemdev5-Compute/081ffd10-63c4-11f1-aa86-0e4a7d53ffdb aws:cloudformation:stack-name=Dayhoff-jemdev5-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-jemdev5,,,,,
EC2,eip,us-east-1,eipalloc-05ec07b8b3f8ab7a0,,,unallocated,,,,,,
EC2,eip,us-east-1,eipalloc-0004f38c8ac45ff0f,,Dayhoff-dev-dev-lsmc-bio-eip,dayhoff,CostCenter=platform DNSName=dev.lsmc.bio Environment=dev Name=Dayhoff-dev-dev-lsmc-bio-eip Owner=platform Project=LSMC Purpose=dev.lsmc.bio-public-approved-ingress ServiceNamespace=dev.lsmc.bio System=dayhoff aws:cloudformation:logical-id=PublicServiceEipprimary aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-dev-Compute/2d6fd9e0-5f0b-11f1-bd99-12de41f84f37 aws:cloudformation:stack-name=Dayhoff-dev-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-dev project=dayhoff-all project:dayhoff-dev=true,,,,,
EC2,eip,us-east-1,eipalloc-0b43d16bdf1e9f3df,,dayhoff-dev-eip-us-east-1a,dayhoff,Name=dayhoff-dev-eip-us-east-1a,,,,,
EC2,eip,us-east-1,eipalloc-0279920cf8bf8ec52,,Dayhoff-joshdev-joshdev-lsmc-bio-eip,dayhoff,CostCenter=platform DNSName=joshdev.lsmc.bio Environment=joshdev Name=Dayhoff-joshdev-joshdev-lsmc-bio-eip Owner=platform Project=LSMC Purpose=joshdev.lsmc.bio-public-approved-ingress ServiceNamespace=joshdev.lsmc.bio System=dayhoff aws:cloudformation:logical-id=PublicServiceEipprimary aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-joshdev-Compute/4611c240-620a-11f1-b892-0e43b5d0b09f aws:cloudformation:stack-name=Dayhoff-joshdev-Compute dayhoff-lock=false dayhoff-user=jdurham38 lsmc-cost-center=platform lsmc-project=dayhoff-joshdev,,,,,
EC2,eip,us-east-1,eipalloc-0ecefed5b63745717,,Dayhoff-ddev96-ddev96-lsmc-bio-eip,dayhoff,CostCenter=platform DNSName=ddev96.lsmc.bio Environment=ddev96 Name=Dayhoff-ddev96-ddev96-lsmc-bio-eip Owner=platform Project=LSMC Purpose=ddev96.lsmc.bio-public-approved-ingress ServiceNamespace=ddev96.lsmc.bio System=dayhoff aws:cloudformation:logical-id=PublicServiceEipprimary aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-ddev96-Compute/0c017760-5cfd-11f1-ab2c-26a4cf9bbcf5 aws:cloudformation:stack-name=Dayhoff-ddev96-Compute dayhoff-lock=false dayhoff-user=jmajor lsmc-cost-center=platform lsmc-project=dayhoff-ddev96 project=dayhoff-all project:dayhoff-dev=true,,,,,
VPC,nat_gateway,us-east-1,nat-089a96601cfd34f9d,arn:aws:ec2:us-east-1:108782052779:natgateway/nat-089a96601cfd34f9d,dayhoff-dev-nat-public1-us-east-1a,dayhoff,Name=dayhoff-dev-nat-public1-us-east-1a,available,,,,
RDS,rds_instance,us-east-1,auruse1-writer,arn:aws:rds:us-east-1:108782052779:db:auruse1-writer,auruse1-writer,dayhoff,aws:cloudformation:logical-id=WriterInstance aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-auruse1/81988040-3953-11f1-b01d-0ecde9c2e61b aws:cloudformation:stack-name=tapdb-auruse1 lsmc-cost-center=global lsmc-project=tapdb-us-east-1,available,,db.r6g.large,aurora-postgresql,
RDS,rds_instance,us-east-1,dayhoff-dr-drill-use1-20260522-instance-1,arn:aws:rds:us-east-1:108782052779:db:dayhoff-dr-drill-use1-20260522-instance-1,dayhoff-dr-drill-use1-20260522-instance-1,dayhoff,,available,,db.r5.large,aurora-postgresql,
RDS,rds_instance,us-east-1,dayhoff-dr-drill-use1-20260522-reader-api,arn:aws:rds:us-east-1:108782052779:db:dayhoff-dr-drill-use1-20260522-reader-api,dayhoff-dr-drill-use1-20260522-reader-api,dayhoff,,available,,db.r5.large,aurora-postgresql,
RDS,rds_instance,us-east-1,dayhoff-dr-drill-use1-20260522-reader-ha,arn:aws:rds:us-east-1:108782052779:db:dayhoff-dr-drill-use1-20260522-reader-ha,dayhoff-dr-drill-use1-20260522-reader-ha,dayhoff,,available,,db.r5.large,aurora-postgresql,
RDS,rds_instance,us-east-1,dev-writer,arn:aws:rds:us-east-1:108782052779:db:dev-writer,dev-writer,dayhoff,aws:cloudformation:logical-id=WriterInstance aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-dev/bae9fcb0-1497-11f1-828d-0affd19328cd aws:cloudformation:stack-name=tapdb-dev lsmc-cost-center=global lsmc-project=tapdb-us-east-1 project=dayhoff-all project:dayhoff-dev=true,available,,db.t4g.medium,aurora-postgresql,
RDS,rds_instance,us-east-1,dr-drill-standalone-use1-20260526,arn:aws:rds:us-east-1:108782052779:db:dr-drill-standalone-use1-20260526,dr-drill-standalone-use1-20260526,unallocated,,available,,db.t4g.medium,postgres,
RDS,rds_cluster,us-east-1,auruse1,arn:aws:rds:us-east-1:108782052779:cluster:auruse1,auruse1,dayhoff,aws:cloudformation:logical-id=AuroraCluster aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-auruse1/81988040-3953-11f1-b01d-0ecde9c2e61b aws:cloudformation:stack-name=tapdb-auruse1 lsmc-cost-center=global lsmc-project=tapdb-us-east-1,available,,,aurora-postgresql,
RDS,rds_cluster,us-east-1,dayhoff-dr-drill-use1-20260522,arn:aws:rds:us-east-1:108782052779:cluster:dayhoff-dr-drill-use1-20260522,dayhoff-dr-drill-use1-20260522,dayhoff,,available,,,aurora-postgresql,
RDS,rds_cluster,us-east-1,dev,arn:aws:rds:us-east-1:108782052779:cluster:dev,dev,dayhoff,aws:cloudformation:logical-id=AuroraCluster aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-dev/bae9fcb0-1497-11f1-828d-0affd19328cd aws:cloudformation:stack-name=tapdb-dev lsmc-cost-center=global lsmc-project=tapdb-us-east-1 project=dayhoff-all project:dayhoff-dev=true,available,,,aurora-postgresql,
ELBv2,load_balancer,us-east-1,lsmc-privatelink-nlb,arn:aws:elasticloadbalancing:us-east-1:108782052779:loadbalancer/net/lsmc-privatelink-nlb/4ead0a65121bd679,lsmc-privatelink-nlb,dayhoff,Environment=staging Project=LSMC System=dayhoff project=dayhoff-all,,,,,
S3,s3_bucket,,aquarium-tfstate-dev,arn:aws:s3:::aquarium-tfstate-dev,aquarium-tfstate-dev,aquarium,,,,,,False
S3,s3_bucket,,aquarium-tfstate-prod,arn:aws:s3:::aquarium-tfstate-prod,aquarium-tfstate-prod,aquarium,,,,,,False
S3,s3_bucket,,asterism-note-screenshots-dev,arn:aws:s3:::asterism-note-screenshots-dev,asterism-note-screenshots-dev,unallocated,Environment=dev ManagedBy=cdk Project=asterism aws-cdk:auto-delete-objects=true aws:cloudformation:logical-id=ScreenshotBucketFF8D3867 aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/Asterism-Storage-dev/f7067180-fde8-11f0-9a7f-0292663bc4bf aws:cloudformation:stack-name=Asterism-Storage-dev,,,,,False
S3,s3_bucket,,aws-sam-cli-managed-default-samclisourcebucket-wyvracmmocbp,arn:aws:s3:::aws-sam-cli-managed-default-samclisourcebucket-wyvracmmocbp,aws-sam-cli-managed-default-samclisourcebucket-wyvracmmocbp,unallocated,ManagedStackSource=AwsSamCli aws:cloudformation:logical-id=SamCliSourceBucket aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/aws-sam-cli-managed-default/8b3dd530-1ac9-11f1-b879-12196f819c81 aws:cloudformation:stack-name=aws-sam-cli-managed-default,,,,,False
S3,s3_bucket,,cdk-hnb659fds-assets-108782052779-us-east-1,arn:aws:s3:::cdk-hnb659fds-assets-108782052779-us-east-1,cdk-hnb659fds-assets-108782052779-us-east-1,unallocated,aws:cloudformation:logical-id=StagingBucket aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:108782052779:stack/CDKToolkit/07fd2860-fe22-11f0-801d-0e746ff49753 aws:cloudformation:stack-name=CDKToolkit,,,,,True
S3,s3_bucket,,cdk-hnb659fds-assets-108782052779-us-west-2,arn:aws:s3:::cdk-hnb659fds-assets-108782052779-us-west-2,cdk-hnb659fds-assets-108782052779-us-west-2,unallocated,aws:cloudformation:logical-id=StagingBucket aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/CDKToolkit/cf6ca810-fde8-11f0-8dfc-02fdeda563e9 aws:cloudformation:stack-name=CDKToolkit,,,,,True
S3,s3_bucket,,cf-templates-pfrobpqqun1c-us-east-2,arn:aws:s3:::cf-templates-pfrobpqqun1c-us-east-2,cf-templates-pfrobpqqun1c-us-east-2,unallocated,,,,,,False
S3,s3_bucket,,daylily-customer-lsmc-a0477268,arn:aws:s3:::daylily-customer-lsmc-a0477268,daylily-customer-lsmc-a0477268,unallocated,CostCenter=GENa Customer=lsmc-a0477268 ManagedBy=daylily-ursa,,,,,False
S3,s3_bucket,,lsmc-atlas-demo,arn:aws:s3:::lsmc-atlas-demo,lsmc-atlas-demo,unallocated,,,,,,False
S3,s3_bucket,,lsmc-atlas-dev,arn:aws:s3:::lsmc-atlas-dev,lsmc-atlas-dev,unallocated,,,,,,False
S3,s3_bucket,,lsmc-bio-oauth-static-site-108782052779-us-east-1,arn:aws:s3:::lsmc-bio-oauth-static-site-108782052779-us-east-1,lsmc-bio-oauth-static-site-108782052779-us-east-1,unallocated,,,,,,False
S3,s3_bucket,,lsmc-copy-ultimagen-lsmc-cro-316,arn:aws:s3:::lsmc-copy-ultimagen-lsmc-cro-316,lsmc-copy-ultimagen-lsmc-cro-316,unallocated,lsmc-project=ultima-wgs,,,,,False
S3,s3_bucket,,lsmc-dayoa-analysis-results-usw2,arn:aws:s3:::lsmc-dayoa-analysis-results-usw2,lsmc-dayoa-analysis-results-usw2,dyec_cluster,aws-parallelcluster-project=dayoa-analysis-results,,,,,False
S3,s3_bucket,,lsmc-dayoa-control-data-usw2,arn:aws:s3:::lsmc-dayoa-control-data-usw2,lsmc-dayoa-control-data-usw2,dyec_cluster,aws-parallelcluster-project=dayoa-control-data,,,,,False
S3,s3_bucket,,lsmc-dayoa-omics-analysis-us-west-2,arn:aws:s3:::lsmc-dayoa-omics-analysis-us-west-2,lsmc-dayoa-omics-analysis-us-west-2,dyec_cluster,aws-parallelcluster-project=daylily-omics-analysis-references,,,,,False
S3,s3_bucket,,lsmc-dayoa-references-usw2,arn:aws:s3:::lsmc-dayoa-references-usw2,lsmc-dayoa-references-usw2,dyec_cluster,aws-parallelcluster-project=dayoa-references,,,,,False
S3,s3_bucket,,lsmc-dayoa-runtime-assets-usw2,arn:aws:s3:::lsmc-dayoa-runtime-assets-usw2,lsmc-dayoa-runtime-assets-usw2,dyec_cluster,aws-parallelcluster-project=dayoa-runtime-assets,,,,,False
S3,s3_bucket,,lsmc-dayoa-staging-usw2,arn:aws:s3:::lsmc-dayoa-staging-usw2,lsmc-dayoa-staging-usw2,dyec_cluster,aws-parallelcluster-project=dayoa-staging,,,,,False
S3,s3_bucket,,lsmc-dewey-0,arn:aws:s3:::lsmc-dewey-0,lsmc-dewey-0,dyec_cluster,aws-parallelcluster-project=dewey-production,,,,,False
S3,s3_bucket,,lsmc-healthomics-failiover,arn:aws:s3:::lsmc-healthomics-failiover,lsmc-healthomics-failiover,unallocated,,,,,,False
S3,s3_bucket,,lsmc-healthomics-results,arn:aws:s3:::lsmc-healthomics-results,lsmc-healthomics-results,unallocated,,,,,,False
S3,s3_bucket,,lsmc-illumina-public-data,arn:aws:s3:::lsmc-illumina-public-data,lsmc-illumina-public-data,unallocated,,,,,,False
S3,s3_bucket,,lsmc-meridian-governance-registry,arn:aws:s3:::lsmc-meridian-governance-registry,lsmc-meridian-governance-registry,unallocated,,,,,,False
S3,s3_bucket,,lsmc-public-ont-data,arn:aws:s3:::lsmc-public-ont-data,lsmc-public-ont-data,unallocated,,,,,,False
S3,s3_bucket,,lsmc-ssf-sequencing-data,arn:aws:s3:::lsmc-ssf-sequencing-data,lsmc-ssf-sequencing-data,dyec_cluster,aws-parallelcluster-project=raw-sequence-data,,,,,False
