template_group,templates,template_locations,instance_type,region,availability_zone,availability_zone_id,instance_type_offered_in_az,spot_history_present,status,spot_price,spot_timestamp,product_description,error
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-east-2,us-east-2a,use2-az1,true,true,present,2.520600,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-east-2,us-east-2b,use2-az2,true,true,present,2.455000,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-east-2,us-east-2c,use2-az3,true,true,present,2.448200,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-west-1,us-west-1a,usw1-az3,true,true,present,5.695000,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-west-1,us-west-1b,usw1-az1,true,true,present,2.580800,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,3.637700,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,3.662900,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,4.526400,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,2.473700,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,ap-south-1,ap-south-1a,aps1-az1,true,true,present,1.769000,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,ap-south-1,ap-south-1b,aps1-az3,true,true,present,1.655500,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,ap-south-1,ap-south-1c,aps1-az2,true,true,present,1.814400,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,eu-central-1,eu-central-1a,euc1-az2,true,true,present,2.490200,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,eu-central-1,eu-central-1b,euc1-az3,true,true,present,1.976100,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.32xlarge,eu-central-1,eu-central-1c,euc1-az1,true,true,present,2.856100,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-1,us-east-1a,use1-az4,true,true,present,4.377200,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-1,us-east-1b,use1-az6,true,true,present,3.357600,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-1,us-east-1c,use1-az1,true,true,present,3.069900,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-1,us-east-1d,use1-az2,true,true,present,2.846200,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-1,us-east-1f,use1-az5,true,true,present,3.447200,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-2,us-east-2a,use2-az1,true,true,present,1.403300,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-2,us-east-2b,use2-az2,true,true,present,1.705500,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-east-2,us-east-2c,use2-az3,true,true,present,1.537100,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-west-1,us-west-1a,usw1-az3,true,true,present,1.210900,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-west-1,us-west-1b,usw1-az1,true,true,present,1.210900,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-west-2,us-west-2a,usw2-az2,true,true,present,1.719400,2026-07-08T02:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-west-2,us-west-2b,usw2-az1,true,true,present,3.228100,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-west-2,us-west-2c,usw2-az3,true,true,present,3.362300,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,us-west-2,us-west-2d,usw2-az4,true,true,present,3.301700,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,ap-south-1,ap-south-1a,aps1-az1,true,true,present,3.537700,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,ap-south-1,ap-south-1b,aps1-az3,true,true,present,1.474200,2026-07-08T02:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,ap-south-1,ap-south-1c,aps1-az2,true,true,present,2.195700,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,eu-central-1,eu-central-1a,euc1-az2,true,true,present,4.064600,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,eu-central-1,eu-central-1b,euc1-az3,true,true,present,3.413300,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i128/bigmem128;intel:i128/mem128;intel:i128/price128;intel:i128nvme/price128nvme,i4i.metal,eu-central-1,eu-central-1c,euc1-az1,true,true,present,4.285500,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,0.267200,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,0.269000,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-1,us-east-1c,use1-az1,true,true,present,0.232600,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,0.311200,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-1,us-east-1f,use1-az5,true,true,present,0.231300,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-2,us-east-2a,use2-az1,true,true,present,0.391900,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-2,us-east-2b,use2-az2,true,true,present,0.391000,2026-07-08T02:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-east-2,us-east-2c,use2-az3,true,true,present,0.234800,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-west-1,us-west-1a,usw1-az3,true,true,present,0.272000,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-west-1,us-west-1b,usw1-az1,true,true,present,0.280200,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,0.269500,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,0.326600,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,0.225200,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,0.136500,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,ap-south-1,ap-south-1a,aps1-az1,true,true,present,0.164600,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,ap-south-1,ap-south-1b,aps1-az3,true,true,present,0.174100,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,ap-south-1,ap-south-1c,aps1-az2,true,true,present,0.156000,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,eu-central-1,eu-central-1a,euc1-az2,true,true,present,0.303300,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,eu-central-1,eu-central-1b,euc1-az3,true,true,present,0.301400,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7i.2xlarge,eu-central-1,eu-central-1c,euc1-az1,true,true,present,0.293100,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,9.687500,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,9.682500,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-1,us-east-1c,use1-az1,true,true,present,4.541000,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,2.954300,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-1,us-east-1f,use1-az5,true,true,present,5.245400,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-2,us-east-2a,use2-az1,true,true,present,6.441500,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-2,us-east-2b,use2-az2,true,true,present,7.507000,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-east-2,us-east-2c,use2-az3,true,true,present,9.704500,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-west-1,us-west-1a,usw1-az3,true,true,present,3.143300,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-west-1,us-west-1b,usw1-az1,true,true,present,1.998000,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,5.036400,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,5.251500,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,3.875100,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,2.369100,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,ap-south-1,ap-south-1a,aps1-az1,true,true,present,20.560300,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,ap-south-1,ap-south-1b,aps1-az3,true,true,present,3.184500,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,ap-south-1,ap-south-1c,aps1-az2,true,true,present,2.763500,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,eu-central-1,eu-central-1a,euc1-az2,true,true,present,4.538200,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,eu-central-1,eu-central-1b,euc1-az3,true,true,present,4.496900,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.48xlarge,eu-central-1,eu-central-1c,euc1-az1,true,true,present,5.020000,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-1,us-east-1a,use1-az4,true,true,present,1.812100,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-1,us-east-1b,use1-az6,true,true,present,1.852500,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-1,us-east-1c,use1-az1,true,true,present,1.812100,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-1,us-east-1d,use1-az2,true,true,present,1.920300,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-1,us-east-1f,use1-az5,true,true,present,9.658300,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-2,us-east-2a,use2-az1,true,true,present,2.846300,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-2,us-east-2b,use2-az2,true,true,present,1.812100,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-east-2,us-east-2c,use2-az3,true,true,present,3.516200,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-west-1,us-west-1a,usw1-az3,true,true,present,3.011800,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-west-1,us-west-1b,usw1-az1,true,true,present,4.180700,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-west-2,us-west-2a,usw2-az2,true,true,present,5.028600,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-west-2,us-west-2b,usw2-az1,true,true,present,5.326300,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-west-2,us-west-2c,usw2-az3,true,true,present,3.560400,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,us-west-2,us-west-2d,usw2-az4,true,true,present,3.336800,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,ap-south-1,ap-south-1a,aps1-az1,true,true,present,20.560300,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,ap-south-1,ap-south-1b,aps1-az3,true,true,present,5.012700,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,ap-south-1,ap-south-1c,aps1-az2,true,true,present,2.056000,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,eu-central-1,eu-central-1a,euc1-az2,true,true,present,2.160600,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,eu-central-1,eu-central-1b,euc1-az3,true,true,present,3.381500,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/bigmem192;intel:i192/mem192;intel:i192/price192;intel:i192hugenvme/price192hugenvme;intel:i192nvme/bigmem192nvme;intel:i192nvme/mem192nvme;intel:i192nvme/price192nvme,i7i.metal-48xl,eu-central-1,eu-central-1c,euc1-az1,true,true,present,3.385000,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,0.329600,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,0.318500,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-1,us-east-1c,use1-az1,true,true,present,0.374900,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,0.436400,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-1,us-east-1f,use1-az5,true,true,present,0.411900,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-2,us-east-2a,use2-az1,true,true,present,0.341800,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,i7ie.2xlarge,us-east-2,us-east-2b,use2-az2,true,true,present,0.292900,2026-07-08T08:00:00+00:00,Linux/UNIX,
