run_prefix	fastq_key	fastq_uri	sample_token	lane	read	size_bytes	size_human	last_modified
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R2_001.fastq.gz	HG003-b	008	2	4833323170	4.50 GiB	2026-05-15T05:44:04Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L001_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L001_R1_001.fastq.gz	HG003-c	001	1	6776125621	6.31 GiB	2026-05-15T05:45:12Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L001_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L001_R2_001.fastq.gz	HG003-c	001	2	6963914927	6.49 GiB	2026-05-15T05:45:26Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L002_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L002_R1_001.fastq.gz	HG003-c	002	1	6795081911	6.33 GiB	2026-05-15T05:45:31Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L002_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L002_R2_001.fastq.gz	HG003-c	002	2	6953990915	6.48 GiB	2026-05-15T05:45:31Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L003_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L003_R1_001.fastq.gz	HG003-c	003	1	6801107668	6.33 GiB	2026-05-15T05:45:42Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L003_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L003_R2_001.fastq.gz	HG003-c	003	2	6976688943	6.50 GiB	2026-05-15T05:47:18Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L004_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L004_R1_001.fastq.gz	HG003-c	004	1	6819203365	6.35 GiB	2026-05-15T05:47:40Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L004_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L004_R2_001.fastq.gz	HG003-c	004	2	6982846859	6.50 GiB	2026-05-15T05:47:41Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L005_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L005_R1_001.fastq.gz	HG003-c	005	1	6853366534	6.38 GiB	2026-05-15T05:47:46Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L005_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L005_R2_001.fastq.gz	HG003-c	005	2	7022486327	6.54 GiB	2026-05-15T05:47:55Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L006_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L006_R1_001.fastq.gz	HG003-c	006	1	6789599420	6.32 GiB	2026-05-15T05:49:55Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L006_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L006_R2_001.fastq.gz	HG003-c	006	2	6958814753	6.48 GiB	2026-05-15T05:50:08Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L007_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L007_R1_001.fastq.gz	HG003-c	007	1	6820903663	6.35 GiB	2026-05-15T05:50:10Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L007_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L007_R2_001.fastq.gz	HG003-c	007	2	6996938286	6.52 GiB	2026-05-15T05:50:12Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L008_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L008_R1_001.fastq.gz	HG003-c	008	1	6807487530	6.34 GiB	2026-05-15T05:50:24Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L008_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-c_S9_L008_R2_001.fastq.gz	HG003-c	008	2	6989646822	6.51 GiB	2026-05-15T05:52:05Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R1_001.fastq.gz	HG003-a	001	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R2_001.fastq.gz	HG003-a	001	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R1_001.fastq.gz	HG003-a	002	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R2_001.fastq.gz	HG003-a	002	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R1_001.fastq.gz	HG003-a	003	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R2_001.fastq.gz	HG003-a	003	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R1_001.fastq.gz	HG003-a	004	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R2_001.fastq.gz	HG003-a	004	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R1_001.fastq.gz	HG003-a	005	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R2_001.fastq.gz	HG003-a	005	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R1_001.fastq.gz	HG003-a	006	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R2_001.fastq.gz	HG003-a	006	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R1_001.fastq.gz	HG003-a	007	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R2_001.fastq.gz	HG003-a	007	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R1_001.fastq.gz	HG003-a	008	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R2_001.fastq.gz	HG003-a	008	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R1_001.fastq.gz	HG003-b	001	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R2_001.fastq.gz	HG003-b	001	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R1_001.fastq.gz	HG003-b	002	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R2_001.fastq.gz	HG003-b	002	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R1_001.fastq.gz	HG003-b	003	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R2_001.fastq.gz	HG003-b	003	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R1_001.fastq.gz	HG003-b	004	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R2_001.fastq.gz	HG003-b	004	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R1_001.fastq.gz	HG003-b	005	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R2_001.fastq.gz	HG003-b	005	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R1_001.fastq.gz	HG003-b	006	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R2_001.fastq.gz	HG003-b	006	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R1_001.fastq.gz	HG003-b	007	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R2_001.fastq.gz	HG003-b	007	2	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R1_001.fastq.gz	HG003-b	008	1	20	20 B	2026-05-15T13:41:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0007_B23K5JKLT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R2_001.fastq.gz	HG003-b	008	2	20	20 B	2026-05-15T13:41:22Z
