status	expected_bytes	current_bytes	platform	sample	partition	uri	error
ok	25635634	25635634	ONT	NA00232	chip4	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip4/20260522_ONT_4Coriells_chip4/20260523_0039_3E_PBM13048_8867cb21/fastq_pass/barcode18/PBM13048_pass_barcode18_8867cb21_f20c3bb7_69.fastq.gz	
ok	469872973	469872973	ONT	NA00232	chip4	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip4/20260522_ONT_4Coriells_chip4/20260523_0039_3E_PBM13048_8867cb21/fastq_pass/barcode18/PBM13048_pass_barcode18_8867cb21_f20c3bb7_7.fastq.gz	
ok	22267596	22267596	ONT	NA00232	chip4	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip4/20260522_ONT_4Coriells_chip4/20260523_0039_3E_PBM13048_8867cb21/fastq_pass/barcode18/PBM13048_pass_barcode18_8867cb21_f20c3bb7_70.fastq.gz	
ok	20667154	20667154	ONT	NA00232	chip4	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip4/20260522_ONT_4Coriells_chip4/20260523_0039_3E_PBM13048_8867cb21/fastq_pass/barcode18/PBM13048_pass_barcode18_8867cb21_f20c3bb7_71.fastq.gz	
ok	592320	592320	ONT	NA00232	chip4	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip4/20260522_ONT_4Coriells_chip4/20260523_0039_3E_PBM13048_8867cb21/fastq_pass/barcode18/PBM13048_pass_barcode18_8867cb21_f20c3bb7_72.fastq.gz	
ok	466129817	466129817	ONT	NA00232	chip4	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip4/20260522_ONT_4Coriells_chip4/20260523_0039_3E_PBM13048_8867cb21/fastq_pass/barcode18/PBM13048_pass_barcode18_8867cb21_f20c3bb7_8.fastq.gz	
ok	430899365	430899365	ONT	NA00232	chip4	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip4/20260522_ONT_4Coriells_chip4/20260523_0039_3E_PBM13048_8867cb21/fastq_pass/barcode18/PBM13048_pass_barcode18_8867cb21_f20c3bb7_9.fastq.gz	
ok	762951949	762951949	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_0.fastq.gz	
ok	817053479	817053479	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_1.fastq.gz	
ok	641644658	641644658	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_10.fastq.gz	
ok	573857367	573857367	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_11.fastq.gz	
ok	538474865	538474865	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_12.fastq.gz	
ok	568707054	568707054	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_13.fastq.gz	
ok	543457712	543457712	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_14.fastq.gz	
ok	533467914	533467914	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_15.fastq.gz	
ok	521123108	521123108	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_16.fastq.gz	
ok	476115013	476115013	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_17.fastq.gz	
ok	499649034	499649034	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_18.fastq.gz	
ok	475537468	475537468	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_19.fastq.gz	
ok	786386282	786386282	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_2.fastq.gz	
ok	443137636	443137636	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_20.fastq.gz	
ok	440756154	440756154	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_21.fastq.gz	
ok	419114696	419114696	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_22.fastq.gz	
ok	407904350	407904350	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_23.fastq.gz	
ok	438926369	438926369	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_24.fastq.gz	
ok	385290296	385290296	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_25.fastq.gz	
ok	371684664	371684664	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_26.fastq.gz	
ok	411210270	411210270	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_27.fastq.gz	
ok	368261589	368261589	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_28.fastq.gz	
ok	363359524	363359524	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_29.fastq.gz	
ok	711028813	711028813	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_3.fastq.gz	
ok	338655275	338655275	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_30.fastq.gz	
ok	320773767	320773767	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_31.fastq.gz	
ok	345634986	345634986	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_32.fastq.gz	
ok	302620629	302620629	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_33.fastq.gz	
ok	301654415	301654415	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_34.fastq.gz	
ok	300201234	300201234	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_35.fastq.gz	
ok	288581537	288581537	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_36.fastq.gz	
ok	304032414	304032414	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_37.fastq.gz	
ok	278830341	278830341	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_38.fastq.gz	
ok	263316112	263316112	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_39.fastq.gz	
ok	679387132	679387132	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_4.fastq.gz	
ok	284334656	284334656	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_40.fastq.gz	
ok	245080005	245080005	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_41.fastq.gz	
ok	241163481	241163481	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_42.fastq.gz	
ok	255227360	255227360	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_43.fastq.gz	
ok	227480108	227480108	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_44.fastq.gz	
ok	220101073	220101073	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_45.fastq.gz	
ok	197676435	197676435	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_46.fastq.gz	
ok	194651446	194651446	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_47.fastq.gz	
ok	220305391	220305391	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_48.fastq.gz	
ok	190988687	190988687	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_49.fastq.gz	
ok	696429632	696429632	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_5.fastq.gz	
ok	175636152	175636152	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_50.fastq.gz	
ok	173888960	173888960	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_51.fastq.gz	
ok	165130768	165130768	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_52.fastq.gz	
ok	194446817	194446817	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_53.fastq.gz	
ok	165052510	165052510	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_54.fastq.gz	
ok	154790824	154790824	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_55.fastq.gz	
ok	150033394	150033394	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_56.fastq.gz	
ok	155382682	155382682	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_57.fastq.gz	
ok	158406715	158406715	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_58.fastq.gz	
ok	130978966	130978966	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_59.fastq.gz	
ok	644919886	644919886	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_6.fastq.gz	
ok	125903701	125903701	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_60.fastq.gz	
ok	137508004	137508004	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_61.fastq.gz	
ok	105280679	105280679	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_62.fastq.gz	
ok	101085972	101085972	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_63.fastq.gz	
ok	103439807	103439807	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_64.fastq.gz	
ok	67141233	67141233	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_65.fastq.gz	
ok	56759723	56759723	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_66.fastq.gz	
ok	63700198	63700198	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_67.fastq.gz	
ok	50441070	50441070	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_68.fastq.gz	
ok	53169719	53169719	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_69.fastq.gz	
ok	662242724	662242724	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_7.fastq.gz	
ok	48356516	48356516	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_70.fastq.gz	
ok	46157494	46157494	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_71.fastq.gz	
ok	6123034	6123034	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_72.fastq.gz	
ok	631215442	631215442	ONT	NA09677	chip1	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_8.fastq.gz	
